hastag_H	cluster_C_leader	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
ChicagoTeachers                       45379403             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
CHELTENHAM                            4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
cbsla                                 2530758806           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
CBC                                   302984766            0.05023  0.03030  .60317427894435819919  4     132    29529  48956
Cat                                   1060440219097423872  0.02334  0.01408  .60317427894435819919  4     284    29529  48956
cannabis                              981436419087523840   0.47368  0.28571  .60317427894435819919  4     14     29529  48956
CA40                                  426361581            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
Bulgaria                              870244616003403781   0.82895  0.50000  .60317427894435819919  4     8      29529  48956
BuildBackBetter                       1308267623327518725  0.34904  0.21053  .60317427894435819919  4     19     29529  48956
BTS                                   950215424981028864   0.51012  0.30769  .60317427894435819919  4     13     29529  48956
Brovary                               870244616003403781   0.44211  0.26667  .60317427894435819919  4     15     29529  48956
BringBackTrump                        244954523            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Brighton                              77726331             0.55263  0.33333  .60317427894435819919  4     12     29529  48956
BoycottCoke                           838381908656603144   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
boycottAlaskaAir                      41653384             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Borodianka                            578601744            1.10527  0.66667  .60317427894435819919  4     6      29529  48956
BorisResign                           631283641            0.82895  0.50000  .60317427894435819919  4     8      29529  48956
BorisJohnsonMustGo                    29447428             0.47368  0.28571  .60317427894435819919  4     14     29529  48956
BlickBlick                            1471037967926018051  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
BIRMINGHAM                            4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Berlinale                             45379403             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Berdyansk                             1229752606714728454  0.28832  0.17391  .60317427894435819919  4     23     29529  48956
Belgrade                              45379403             0.82895  0.50000  .60317427894435819919  4     8      29529  48956
Belfast                               77726331             0.36842  0.22222  .60317427894435819919  4     18     29529  48956
BeKind                                29447428             0.36842  0.22222  .60317427894435819919  4     18     29529  48956
Beijing                               302984766            0.08394  0.05063  .60317427894435819919  4     79     29529  48956
BeastOfTheDay                         1028022611324747776  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
bbcdn                                 2800413166           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
bbcaq                                 527445533            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
BanFoxFromBases                       997262774            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
BA304                                 29447428             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
